split,window_idx,date
train,273,2012-02-13
train,274,2012-02-14
train,275,2012-02-15
train,276,2012-02-16
train,277,2012-02-17
train,278,2012-02-21
train,279,2012-02-22
train,280,2012-02-23
train,281,2012-02-24
train,282,2012-02-27
train,283,2012-02-28
train,284,2012-02-29
train,285,2012-03-01
train,286,2012-03-02
train,287,2012-03-05
train,288,2012-03-06
train,289,2012-03-07
train,290,2012-03-08
train,291,2012-03-09
train,292,2012-03-12
train,293,2012-03-13
train,294,2012-03-14
train,295,2012-03-15
train,296,2012-03-16
train,297,2012-03-19
train,298,2012-03-20
train,299,2012-03-21
train,300,2012-03-22
train,301,2012-03-23
train,302,2012-03-26
train,303,2012-03-27
train,304,2012-03-28
train,305,2012-03-29
train,306,2012-03-30
train,307,2012-04-02
train,308,2012-04-03
train,309,2012-04-04
train,310,2012-04-05
train,311,2012-04-09
train,312,2012-04-10
train,313,2012-04-11
train,314,2012-04-12
train,315,2012-04-13
train,316,2012-04-16
train,317,2012-04-17
train,318,2012-04-18
train,319,2012-04-19
train,320,2012-04-20
train,321,2012-04-23
train,322,2012-04-24
train,323,2012-04-25
train,324,2012-04-26
train,325,2012-04-27
train,326,2012-04-30
train,327,2012-05-01
train,328,2012-05-02
train,329,2012-05-03
train,330,2012-05-04
train,331,2012-05-07
train,332,2012-05-08
train,333,2012-05-09
train,334,2012-05-10
train,335,2012-05-11
train,336,2012-05-14
train,337,2012-05-15
train,338,2012-05-16
train,339,2012-05-17
train,340,2012-05-18
train,341,2012-05-21
train,342,2012-05-22
train,343,2012-05-23
train,344,2012-05-24
train,345,2012-05-25
train,346,2012-05-29
train,347,2012-05-30
train,348,2012-05-31
train,349,2012-06-01
train,350,2012-06-04
train,351,2012-06-05
train,352,2012-06-06
train,353,2012-06-07
train,354,2012-06-08
train,355,2012-06-11
train,356,2012-06-12
train,357,2012-06-13
train,358,2012-06-14
train,359,2012-06-15
train,360,2012-06-18
train,361,2012-06-19
train,362,2012-06-20
train,363,2012-06-21
train,364,2012-06-22
train,365,2012-06-25
train,366,2012-06-26
train,367,2012-06-27
train,368,2012-06-28
train,369,2012-06-29
train,370,2012-07-02
train,371,2012-07-03
train,372,2012-07-05
train,373,2012-07-06
train,374,2012-07-09
train,375,2012-07-10
train,376,2012-07-11
train,377,2012-07-12
train,378,2012-07-13
train,379,2012-07-16
train,380,2012-07-17
train,381,2012-07-18
train,382,2012-07-19
train,383,2012-07-20
train,384,2012-07-23
train,385,2012-07-24
train,386,2012-07-25
train,387,2012-07-26
train,388,2012-07-27
train,389,2012-07-30
train,390,2012-07-31
train,391,2012-08-01
train,392,2012-08-02
train,393,2012-08-03
train,394,2012-08-06
train,395,2012-08-07
train,396,2012-08-08
train,397,2012-08-09
train,398,2012-08-10
train,399,2012-08-13
train,400,2012-08-14
train,401,2012-08-15
train,402,2012-08-16
train,403,2012-08-17
train,404,2012-08-20
train,405,2012-08-21
train,406,2012-08-22
train,407,2012-08-23
train,408,2012-08-24
train,409,2012-08-27
train,410,2012-08-28
train,411,2012-08-29
train,412,2012-08-30
train,413,2012-08-31
train,414,2012-09-04
train,415,2012-09-05
train,416,2012-09-06
train,417,2012-09-07
train,418,2012-09-10
train,419,2012-09-11
train,420,2012-09-12
train,421,2012-09-13
train,422,2012-09-14
train,423,2012-09-17
train,424,2012-09-18
train,425,2012-09-19
train,426,2012-09-20
train,427,2012-09-21
train,428,2012-09-24
train,429,2012-09-25
train,430,2012-09-26
train,431,2012-09-27
train,432,2012-09-28
train,433,2012-10-01
train,434,2012-10-02
train,435,2012-10-03
train,436,2012-10-04
train,437,2012-10-05
train,438,2012-10-08
train,439,2012-10-09
train,440,2012-10-10
train,441,2012-10-11
train,442,2012-10-12
train,443,2012-10-15
train,444,2012-10-16
train,445,2012-10-17
train,446,2012-10-18
train,447,2012-10-19
train,448,2012-10-22
train,449,2012-10-23
train,450,2012-10-24
train,451,2012-10-25
train,452,2012-10-26
train,453,2012-10-31
train,454,2012-11-01
train,455,2012-11-02
train,456,2012-11-05
train,457,2012-11-06
train,458,2012-11-07
train,459,2012-11-08
train,460,2012-11-09
train,461,2012-11-12
train,462,2012-11-13
train,463,2012-11-14
train,464,2012-11-15
train,465,2012-11-16
train,466,2012-11-19
train,467,2012-11-20
train,468,2012-11-21
train,469,2012-11-23
train,470,2012-11-26
train,471,2012-11-27
train,472,2012-11-28
train,473,2012-11-29
train,474,2012-11-30
train,475,2012-12-03
train,476,2012-12-04
train,477,2012-12-05
train,478,2012-12-06
train,479,2012-12-07
train,480,2012-12-10
train,481,2012-12-11
train,482,2012-12-12
train,483,2012-12-13
train,484,2012-12-14
train,485,2012-12-17
train,486,2012-12-18
train,487,2012-12-19
train,488,2012-12-20
train,489,2012-12-21
train,490,2012-12-24
train,491,2012-12-26
train,492,2012-12-27
train,493,2012-12-28
train,494,2012-12-31
train,495,2013-01-02
train,496,2013-01-03
train,497,2013-01-04
train,498,2013-01-07
train,499,2013-01-08
train,500,2013-01-09
train,501,2013-01-10
train,502,2013-01-11
train,503,2013-01-14
train,504,2013-01-15
train,505,2013-01-16
train,506,2013-01-17
train,507,2013-01-18
train,508,2013-01-22
train,509,2013-01-23
train,510,2013-01-24
train,511,2013-01-25
train,512,2013-01-28
train,513,2013-01-29
train,514,2013-01-30
train,515,2013-01-31
train,516,2013-02-01
train,517,2013-02-04
train,518,2013-02-05
train,519,2013-02-06
train,520,2013-02-07
train,521,2013-02-08
train,522,2013-02-11
train,523,2013-02-12
train,524,2013-02-13
train,525,2013-02-14
train,526,2013-02-15
train,527,2013-02-19
train,528,2013-02-20
train,529,2013-02-21
train,530,2013-02-22
train,531,2013-02-25
train,532,2013-02-26
train,533,2013-02-27
train,534,2013-02-28
train,535,2013-03-01
train,536,2013-03-04
train,537,2013-03-05
train,538,2013-03-06
train,539,2013-03-07
train,540,2013-03-08
train,541,2013-03-11
train,542,2013-03-12
train,543,2013-03-13
train,544,2013-03-14
train,545,2013-03-15
train,546,2013-03-18
train,547,2013-03-19
train,548,2013-03-20
train,549,2013-03-21
train,550,2013-03-22
train,551,2013-03-25
train,552,2013-03-26
train,553,2013-03-27
train,554,2013-03-28
train,555,2013-04-01
train,556,2013-04-02
train,557,2013-04-03
train,558,2013-04-04
train,559,2013-04-05
train,560,2013-04-08
train,561,2013-04-09
train,562,2013-04-10
train,563,2013-04-11
train,564,2013-04-12
train,565,2013-04-15
train,566,2013-04-16
train,567,2013-04-17
train,568,2013-04-18
train,569,2013-04-19
train,570,2013-04-22
train,571,2013-04-23
train,572,2013-04-24
train,573,2013-04-25
train,574,2013-04-26
train,575,2013-04-29
train,576,2013-04-30
train,577,2013-05-01
train,578,2013-05-02
train,579,2013-05-03
train,580,2013-05-06
train,581,2013-05-07
train,582,2013-05-08
train,583,2013-05-09
train,584,2013-05-10
train,585,2013-05-13
train,586,2013-05-14
train,587,2013-05-15
train,588,2013-05-16
train,589,2013-05-17
train,590,2013-05-20
train,591,2013-05-21
train,592,2013-05-22
train,593,2013-05-23
train,594,2013-05-24
train,595,2013-05-28
train,596,2013-05-29
train,597,2013-05-30
train,598,2013-05-31
train,599,2013-06-03
train,600,2013-06-04
train,601,2013-06-05
train,602,2013-06-06
train,603,2013-06-07
train,604,2013-06-10
train,605,2013-06-11
train,606,2013-06-12
train,607,2013-06-13
train,608,2013-06-14
train,609,2013-06-17
train,610,2013-06-18
train,611,2013-06-19
train,612,2013-06-20
train,613,2013-06-21
train,614,2013-06-24
train,615,2013-06-25
train,616,2013-06-26
train,617,2013-06-27
train,618,2013-06-28
train,619,2013-07-01
train,620,2013-07-02
train,621,2013-07-03
train,622,2013-07-05
train,623,2013-07-08
train,624,2013-07-09
train,625,2013-07-10
train,626,2013-07-11
train,627,2013-07-12
train,628,2013-07-15
train,629,2013-07-16
train,630,2013-07-17
train,631,2013-07-18
train,632,2013-07-19
train,633,2013-07-22
train,634,2013-07-23
train,635,2013-07-24
train,636,2013-07-25
train,637,2013-07-26
train,638,2013-07-29
train,639,2013-07-30
train,640,2013-07-31
train,641,2013-08-01
train,642,2013-08-02
train,643,2013-08-05
train,644,2013-08-06
train,645,2013-08-07
train,646,2013-08-08
train,647,2013-08-09
train,648,2013-08-12
train,649,2013-08-13
train,650,2013-08-14
train,651,2013-08-15
train,652,2013-08-16
train,653,2013-08-19
train,654,2013-08-20
train,655,2013-08-21
train,656,2013-08-22
train,657,2013-08-23
train,658,2013-08-26
train,659,2013-08-27
train,660,2013-08-28
train,661,2013-08-29
train,662,2013-08-30
train,663,2013-09-03
train,664,2013-09-04
train,665,2013-09-05
train,666,2013-09-06
train,667,2013-09-09
train,668,2013-09-10
train,669,2013-09-11
train,670,2013-09-12
train,671,2013-09-13
train,672,2013-09-16
train,673,2013-09-17
train,674,2013-09-18
train,675,2013-09-19
train,676,2013-09-20
train,677,2013-09-23
train,678,2013-09-24
train,679,2013-09-25
train,680,2013-09-26
train,681,2013-09-27
train,682,2013-09-30
train,683,2013-10-01
train,684,2013-10-02
train,685,2013-10-03
train,686,2013-10-04
train,687,2013-10-07
train,688,2013-10-08
train,689,2013-10-09
train,690,2013-10-10
train,691,2013-10-11
train,692,2013-10-14
train,693,2013-10-15
train,694,2013-10-16
train,695,2013-10-17
train,696,2013-10-18
train,697,2013-10-21
train,698,2013-10-22
train,699,2013-10-23
train,700,2013-10-24
train,701,2013-10-25
train,702,2013-10-28
train,703,2013-10-29
train,704,2013-10-30
train,705,2013-10-31
train,706,2013-11-01
train,707,2013-11-04
train,708,2013-11-05
train,709,2013-11-06
train,710,2013-11-07
train,711,2013-11-08
train,712,2013-11-11
train,713,2013-11-12
train,714,2013-11-13
train,715,2013-11-14
train,716,2013-11-15
train,717,2013-11-18
train,718,2013-11-19
train,719,2013-11-20
train,720,2013-11-21
train,721,2013-11-22
train,722,2013-11-25
train,723,2013-11-26
train,724,2013-11-27
train,725,2013-11-29
train,726,2013-12-02
train,727,2013-12-03
train,728,2013-12-04
train,729,2013-12-05
train,730,2013-12-06
train,731,2013-12-09
train,732,2013-12-10
train,733,2013-12-11
train,734,2013-12-12
train,735,2013-12-13
train,736,2013-12-16
train,737,2013-12-17
train,738,2013-12-18
train,739,2013-12-19
train,740,2013-12-20
train,741,2013-12-23
train,742,2013-12-24
train,743,2013-12-26
train,744,2013-12-27
train,745,2013-12-30
train,746,2013-12-31
train,747,2014-01-02
train,748,2014-01-03
train,749,2014-01-06
train,750,2014-01-07
train,751,2014-01-08
train,752,2014-01-09
train,753,2014-01-10
train,754,2014-01-13
train,755,2014-01-14
train,756,2014-01-15
train,757,2014-01-16
train,758,2014-01-17
train,759,2014-01-21
train,760,2014-01-22
train,761,2014-01-23
train,762,2014-01-24
train,763,2014-01-27
train,764,2014-01-28
train,765,2014-01-29
train,766,2014-01-30
train,767,2014-01-31
train,768,2014-02-03
train,769,2014-02-04
train,770,2014-02-05
train,771,2014-02-06
train,772,2014-02-07
train,773,2014-02-10
train,774,2014-02-11
train,775,2014-02-12
train,776,2014-02-13
train,777,2014-02-14
train,778,2014-02-18
train,779,2014-02-19
train,780,2014-02-20
train,781,2014-02-21
train,782,2014-02-24
train,783,2014-02-25
train,784,2014-02-26
train,785,2014-02-27
train,786,2014-02-28
train,787,2014-03-03
train,788,2014-03-04
train,789,2014-03-05
train,790,2014-03-06
train,791,2014-03-07
train,792,2014-03-10
train,793,2014-03-11
train,794,2014-03-12
train,795,2014-03-13
train,796,2014-03-14
train,797,2014-03-17
train,798,2014-03-18
train,799,2014-03-19
train,800,2014-03-20
train,801,2014-03-21
train,802,2014-03-24
train,803,2014-03-25
train,804,2014-03-26
train,805,2014-03-27
train,806,2014-03-28
train,807,2014-03-31
train,808,2014-04-01
train,809,2014-04-02
train,810,2014-04-03
train,811,2014-04-04
train,812,2014-04-07
train,813,2014-04-08
train,814,2014-04-09
train,815,2014-04-10
train,816,2014-04-11
train,817,2014-04-14
train,818,2014-04-15
train,819,2014-04-16
train,820,2014-04-17
train,821,2014-04-21
train,822,2014-04-22
train,823,2014-04-23
train,824,2014-04-24
train,825,2014-04-25
train,826,2014-04-28
train,827,2014-04-29
train,828,2014-04-30
train,829,2014-05-01
train,830,2014-05-02
train,831,2014-05-05
train,832,2014-05-06
train,833,2014-05-07
train,834,2014-05-08
train,835,2014-05-09
train,836,2014-05-12
train,837,2014-05-13
train,838,2014-05-14
train,839,2014-05-15
train,840,2014-05-16
train,841,2014-05-19
train,842,2014-05-20
train,843,2014-05-21
train,844,2014-05-22
train,845,2014-05-23
train,846,2014-05-27
train,847,2014-05-28
train,848,2014-05-29
train,849,2014-05-30
train,850,2014-06-02
train,851,2014-06-03
train,852,2014-06-04
train,853,2014-06-05
train,854,2014-06-06
train,855,2014-06-09
train,856,2014-06-10
train,857,2014-06-11
train,858,2014-06-12
train,859,2014-06-13
train,860,2014-06-16
train,861,2014-06-17
train,862,2014-06-18
train,863,2014-06-19
train,864,2014-06-20
train,865,2014-06-23
train,866,2014-06-24
train,867,2014-06-25
train,868,2014-06-26
train,869,2014-06-27
train,870,2014-06-30
train,871,2014-07-01
train,872,2014-07-02
train,873,2014-07-03
train,874,2014-07-07
train,875,2014-07-08
train,876,2014-07-09
train,877,2014-07-10
train,878,2014-07-11
train,879,2014-07-14
train,880,2014-07-15
train,881,2014-07-16
train,882,2014-07-17
train,883,2014-07-18
train,884,2014-07-21
train,885,2014-07-22
train,886,2014-07-23
train,887,2014-07-24
train,888,2014-07-25
train,889,2014-07-28
train,890,2014-07-29
train,891,2014-07-30
train,892,2014-07-31
train,893,2014-08-01
train,894,2014-08-04
train,895,2014-08-05
train,896,2014-08-06
train,897,2014-08-07
train,898,2014-08-08
train,899,2014-08-11
train,900,2014-08-12
train,901,2014-08-13
train,902,2014-08-14
train,903,2014-08-15
train,904,2014-08-18
train,905,2014-08-19
train,906,2014-08-20
train,907,2014-08-21
train,908,2014-08-22
train,909,2014-08-25
train,910,2014-08-26
train,911,2014-08-27
train,912,2014-08-28
train,913,2014-08-29
train,914,2014-09-02
train,915,2014-09-03
train,916,2014-09-04
train,917,2014-09-05
train,918,2014-09-08
train,919,2014-09-09
train,920,2014-09-10
train,921,2014-09-11
train,922,2014-09-12
train,923,2014-09-15
train,924,2014-09-16
train,925,2014-09-17
train,926,2014-09-18
train,927,2014-09-19
train,928,2014-09-22
train,929,2014-09-23
train,930,2014-09-24
train,931,2014-09-25
train,932,2014-09-26
train,933,2014-09-29
train,934,2014-09-30
train,935,2014-10-01
train,936,2014-10-02
train,937,2014-10-03
train,938,2014-10-06
train,939,2014-10-07
train,940,2014-10-08
train,941,2014-10-09
train,942,2014-10-10
train,943,2014-10-13
train,944,2014-10-14
train,945,2014-10-15
train,946,2014-10-16
train,947,2014-10-17
train,948,2014-10-20
train,949,2014-10-21
train,950,2014-10-22
train,951,2014-10-23
train,952,2014-10-24
train,953,2014-10-27
train,954,2014-10-28
train,955,2014-10-29
train,956,2014-10-30
train,957,2014-10-31
train,958,2014-11-03
train,959,2014-11-04
train,960,2014-11-05
train,961,2014-11-06
train,962,2014-11-07
train,963,2014-11-10
train,964,2014-11-11
train,965,2014-11-12
train,966,2014-11-13
train,967,2014-11-14
train,968,2014-11-17
train,969,2014-11-18
train,970,2014-11-19
train,971,2014-11-20
train,972,2014-11-21
train,973,2014-11-24
train,974,2014-11-25
train,975,2014-11-26
train,976,2014-11-28
train,977,2014-12-01
train,978,2014-12-02
train,979,2014-12-03
train,980,2014-12-04
train,981,2014-12-05
train,982,2014-12-08
train,983,2014-12-09
train,984,2014-12-10
train,985,2014-12-11
train,986,2014-12-12
train,987,2014-12-15
train,988,2014-12-16
train,989,2014-12-17
train,990,2014-12-18
train,991,2014-12-19
train,992,2014-12-22
train,993,2014-12-23
train,994,2014-12-24
train,995,2014-12-26
train,996,2014-12-29
train,997,2014-12-30
train,998,2014-12-31
train,999,2015-01-02
train,1000,2015-01-05
train,1001,2015-01-06
train,1002,2015-01-07
train,1003,2015-01-08
train,1004,2015-01-09
train,1005,2015-01-12
train,1006,2015-01-13
train,1007,2015-01-14
train,1008,2015-01-15
train,1009,2015-01-16
train,1010,2015-01-20
train,1011,2015-01-21
train,1012,2015-01-22
train,1013,2015-01-23
train,1014,2015-01-26
train,1015,2015-01-27
train,1016,2015-01-28
train,1017,2015-01-29
train,1018,2015-01-30
train,1019,2015-02-02
train,1020,2015-02-03
train,1021,2015-02-04
train,1022,2015-02-05
train,1023,2015-02-06
train,1024,2015-02-09
train,1025,2015-02-10
train,1026,2015-02-11
train,1027,2015-02-12
train,1028,2015-02-13
train,1029,2015-02-17
train,1030,2015-02-18
train,1031,2015-02-19
train,1032,2015-02-20
train,1033,2015-02-23
train,1034,2015-02-24
train,1035,2015-02-25
train,1036,2015-02-26
train,1037,2015-02-27
train,1038,2015-03-02
train,1039,2015-03-03
train,1040,2015-03-04
train,1041,2015-03-05
train,1042,2015-03-06
train,1043,2015-03-09
train,1044,2015-03-10
train,1045,2015-03-11
train,1046,2015-03-12
train,1047,2015-03-13
train,1048,2015-03-16
train,1049,2015-03-17
train,1050,2015-03-18
train,1051,2015-03-19
train,1052,2015-03-20
train,1053,2015-03-23
train,1054,2015-03-24
train,1055,2015-03-25
train,1056,2015-03-26
train,1057,2015-03-27
train,1058,2015-03-30
train,1059,2015-03-31
train,1060,2015-04-01
train,1061,2015-04-02
train,1062,2015-04-06
train,1063,2015-04-07
train,1064,2015-04-08
train,1065,2015-04-09
train,1066,2015-04-10
train,1067,2015-04-13
train,1068,2015-04-14
train,1069,2015-04-15
train,1070,2015-04-16
train,1071,2015-04-17
train,1072,2015-04-20
train,1073,2015-04-21
train,1074,2015-04-22
train,1075,2015-04-23
train,1076,2015-04-24
train,1077,2015-04-27
train,1078,2015-04-28
train,1079,2015-04-29
train,1080,2015-04-30
train,1081,2015-05-01
train,1082,2015-05-04
train,1083,2015-05-05
train,1084,2015-05-06
train,1085,2015-05-07
train,1086,2015-05-08
train,1087,2015-05-11
train,1088,2015-05-12
train,1089,2015-05-13
train,1090,2015-05-14
train,1091,2015-05-15
train,1092,2015-05-18
train,1093,2015-05-19
train,1094,2015-05-20
train,1095,2015-05-21
train,1096,2015-05-22
train,1097,2015-05-26
train,1098,2015-05-27
train,1099,2015-05-28
train,1100,2015-05-29
train,1101,2015-06-01
train,1102,2015-06-02
train,1103,2015-06-03
train,1104,2015-06-04
train,1105,2015-06-05
train,1106,2015-06-08
train,1107,2015-06-09
train,1108,2015-06-10
train,1109,2015-06-11
train,1110,2015-06-12
train,1111,2015-06-15
train,1112,2015-06-16
train,1113,2015-06-17
train,1114,2015-06-18
train,1115,2015-06-19
train,1116,2015-06-22
train,1117,2015-06-23
train,1118,2015-06-24
train,1119,2015-06-25
train,1120,2015-06-26
train,1121,2015-06-29
train,1122,2015-06-30
train,1123,2015-07-01
train,1124,2015-07-02
train,1125,2015-07-06
train,1126,2015-07-07
train,1127,2015-07-08
train,1128,2015-07-09
train,1129,2015-07-10
train,1130,2015-07-13
train,1131,2015-07-14
train,1132,2015-07-15
train,1133,2015-07-16
train,1134,2015-07-17
train,1135,2015-07-20
train,1136,2015-07-21
train,1137,2015-07-22
train,1138,2015-07-23
train,1139,2015-07-24
train,1140,2015-07-27
train,1141,2015-07-28
train,1142,2015-07-29
train,1143,2015-07-30
train,1144,2015-07-31
train,1145,2015-08-03
train,1146,2015-08-04
train,1147,2015-08-05
train,1148,2015-08-06
train,1149,2015-08-07
train,1150,2015-08-10
train,1151,2015-08-11
train,1152,2015-08-12
train,1153,2015-08-13
train,1154,2015-08-14
train,1155,2015-08-17
train,1156,2015-08-18
train,1157,2015-08-19
train,1158,2015-08-20
train,1159,2015-08-21
train,1160,2015-08-24
train,1161,2015-08-25
train,1162,2015-08-26
train,1163,2015-08-27
train,1164,2015-08-28
train,1165,2015-08-31
train,1166,2015-09-01
train,1167,2015-09-02
train,1168,2015-09-03
train,1169,2015-09-04
train,1170,2015-09-08
train,1171,2015-09-09
train,1172,2015-09-10
train,1173,2015-09-11
train,1174,2015-09-14
train,1175,2015-09-15
train,1176,2015-09-16
train,1177,2015-09-17
train,1178,2015-09-18
train,1179,2015-09-21
train,1180,2015-09-22
train,1181,2015-09-23
train,1182,2015-09-24
train,1183,2015-09-25
train,1184,2015-09-28
train,1185,2015-09-29
train,1186,2015-09-30
train,1187,2015-10-01
train,1188,2015-10-02
train,1189,2015-10-05
train,1190,2015-10-06
train,1191,2015-10-07
train,1192,2015-10-08
train,1193,2015-10-09
train,1194,2015-10-12
train,1195,2015-10-13
train,1196,2015-10-14
train,1197,2015-10-15
train,1198,2015-10-16
train,1199,2015-10-19
train,1200,2015-10-20
train,1201,2015-10-21
train,1202,2015-10-22
train,1203,2015-10-23
train,1204,2015-10-26
train,1205,2015-10-27
train,1206,2015-10-28
train,1207,2015-10-29
train,1208,2015-10-30
train,1209,2015-11-02
train,1210,2015-11-03
train,1211,2015-11-04
train,1212,2015-11-05
train,1213,2015-11-06
train,1214,2015-11-09
train,1215,2015-11-10
train,1216,2015-11-11
train,1217,2015-11-12
train,1218,2015-11-13
train,1219,2015-11-16
train,1220,2015-11-17
train,1221,2015-11-18
train,1222,2015-11-19
train,1223,2015-11-20
train,1224,2015-11-23
train,1225,2015-11-24
train,1226,2015-11-25
train,1227,2015-11-27
train,1228,2015-11-30
train,1229,2015-12-01
train,1230,2015-12-02
train,1231,2015-12-03
train,1232,2015-12-04
train,1233,2015-12-07
train,1234,2015-12-08
train,1235,2015-12-09
train,1236,2015-12-10
train,1237,2015-12-11
train,1238,2015-12-14
train,1239,2015-12-15
train,1240,2015-12-16
train,1241,2015-12-17
train,1242,2015-12-18
train,1243,2015-12-21
train,1244,2015-12-22
train,1245,2015-12-23
train,1246,2015-12-24
train,1247,2015-12-28
